code	store_name	location	product_ean
US	Mira Mesa	America/Los_Angeles	9794394416240
US	Thomasville	America/New_York	2539958923263
SV	Ilopango	America/El_Salvador	2641844009514
US	Fayetteville	America/New_York	6578250217874
BW	Tonota	Africa/Gaborone	3942469636628
RS	Sremska Mitrovica	Europe/Belgrade	8782068598171
ES	el Camp de l'Arpa del Clot	Europe/Madrid	8081827559546
IT	Montecchio Maggiore-Alte Ceccato	Europe/Rome	3709332030750
GB	Winsford	Europe/London	1361465279257
CL	San Bernardo	America/Santiago	4005097522141
NG	Ilesa	Africa/Lagos	5061276208328
US	Greenpoint	America/New_York	4702233709397
IN	Lal Bahadur Nagar	Asia/Kolkata	2449601365831
RS	Sremska Mitrovica	Europe/Belgrade	6021270264293
IL	Rahat	Asia/Jerusalem	4885143795886
TH	Damnoen Saduak	Asia/Bangkok	1887540579376
RU	Nikolayevsk-on-Amure	Asia/Vladivostok	9876498978869
BO	Tupiza	America/La_Paz	8596954968197
US	Copperas Cove	America/Chicago	3023453801274
US	South Lawndale	America/Chicago	5590562368700
GB	Surbiton	Europe/London	7809370735757
TR	Edremit	Europe/Istanbul	0289051863790
JP	Hita	Asia/Tokyo	9841481621053
IN	Dharmapuri	Asia/Kolkata	6502702629465
US	Granger	America/Indiana/Indianapolis	4291455731717
DE	Eppingen	Europe/Berlin	0299635680712
PA	Veracruz	America/Panama	2932593152591
CN	Yanliang	Asia/Shanghai	9748555138083
ES	San Fernando de Henares	Europe/Madrid	5125806760134
US	Palm Desert	America/Los_Angeles	5521577985521
IE	An Muileann gCearr	Europe/Dublin	8684828510822
UG	Paidha	Africa/Kampala	0471631745651
GB	Poulton-le-Fylde	Europe/London	5630283928378
US	Westchester	America/Chicago	9800512617519
NL	Schiebroek	Europe/Amsterdam	3969014625104
US	Mechanicsville	America/New_York	1680396397657
CN	Dongdu	Asia/Shanghai	9903683274434
US	Thomasville	America/New_York	5531508745100
BR	Altamira	America/Santarem	7854743877367
DE	Bretten	Europe/Berlin	4907168185661
IT	Sassari	Europe/Rome	7189036142953
JP	Komono	Asia/Tokyo	4469376730526
US	Pahrump	America/Los_Angeles	8462108205473
CI	Bonoua	Africa/Abidjan	8320078834782
GB	Bushey	Europe/London	8925930428859
FR	Talence	Europe/Paris	2037086805708
PH	Talisay	Asia/Manila	2381920642203
RU	Kovylkino	Europe/Moscow	8702927319730
MT	Valletta	Europe/Malta	8343602175717
US	Hutchinson	America/Chicago	6855402338923
DE	Neuburg an der Donau	Europe/Berlin	9463647322873
RU	Bogoroditsk	Europe/Moscow	8552551569908
BR	Loanda	America/Sao_Paulo	7899630934877
CA	Kelowna	America/Vancouver	6948075103629
CN	Nanpiao	Asia/Shanghai	4579791779069
US	Milledgeville	America/New_York	4417496015672
BR	Itabirito	America/Sao_Paulo	2065535167961
SO	Kismayo	Africa/Mogadishu	5338487482510
GB	Chapletown	Europe/London	0458473259904
US	Peabody	America/New_York	4545215658180
RU	Yablonovskiy	Europe/Moscow	8307187990141
NG	Ilesa	Africa/Lagos	6339620190759
NG	Yenagoa	Africa/Lagos	4550807617568
US	Greenpoint	America/New_York	4155670207122
TZ	Usagara	Africa/Dar_es_Salaam	3348302420025
US	Lebanon	America/New_York	3414056862319
RU	Lesosibirsk	Asia/Krasnoyarsk	8741169082354
US	Shreveport	America/Chicago	0321178690818
PT	Albufeira	Europe/Lisbon	7263434708871
GB	Rutherglen	Europe/London	2358931066526
MG	Ambatondrazaka	Indian/Antananarivo	4181081769560
IT	Perugia	Europe/Rome	0947255837336
CG	Brazzaville	Africa/Brazzaville	9766197391390
RU	Naro-Fominsk	Europe/Moscow	4203214351098
US	South Lawndale	America/Chicago	8778076709210
DE	Gronau	Europe/Berlin	1065874504541
KE	Lodwar	Africa/Nairobi	5730747961849
BR	Soledade	America/Sao_Paulo	5497130221361
ZA	Vryheid	Africa/Johannesburg	7092163094210
RU	Mikhaylovka	Europe/Volgograd	5472758048217
PH	Baliuag	Asia/Manila	9587537821519
BR	Caldas Novas	America/Sao_Paulo	4500610634085
AU	Carnegie	Australia/Melbourne	8217172599559
PL	Jaworzno	Europe/Warsaw	6768860215210
MY	Kampung Ayer Molek	Asia/Kuala_Lumpur	3307248635238
CN	Haicheng	Asia/Shanghai	1995696373004
US	Yonkers	America/New_York	2050349138863
TZ	Same	Africa/Dar_es_Salaam	6085461177649
TZ	Same	Africa/Dar_es_Salaam	2052291492444
JP	Nonoichi	Asia/Tokyo	4226953605567
US	South Lawndale	America/Chicago	6894305542921
US	Brighton Beach	America/New_York	1167909866676
US	Brunswick	America/New_York	8033960433283
IN	Sojat	Asia/Kolkata	3502788839102
US	Lutz	America/New_York	5299229659938
RU	Danilov	Europe/Moscow	7667102336043
IN	Hungund	Asia/Kolkata	4416365483123
US	Brighton Beach	America/New_York	0418499703669
US	Woodbridge	America/New_York	3233900671309
US	Encinitas	America/Los_Angeles	2309089649154
TZ	Iringa	Africa/Dar_es_Salaam	0649653807897
US	Tupelo	America/Chicago	6283772945463
LK	Hendala	Asia/Colombo	6488943310365
ES	el Camp de l'Arpa del Clot	Europe/Madrid	1103958276936
CN	Dongfeng	Asia/Shanghai	3655628323085
IN	Uran	Asia/Kolkata	3926849079175
PH	Manaoag	Asia/Manila	9848514314166
EG	Juhaynah	Africa/Cairo	4021521360547
DE	Neuburg an der Donau	Europe/Berlin	8644483140468
JP	Toyokawa	Asia/Tokyo	8058681990389
CA	Pointe-Claire	America/Toronto	3064617888021
KE	Lodwar	Africa/Nairobi	6730910812090
BR	Imbituba	America/Sao_Paulo	6037449375356
RO	Sector 6	Europe/Bucharest	0078216063874
US	Brentwood Estates	America/Chicago	8068361220606
ES	Segundo Ensanche	Europe/Madrid	3744399002043
PL	Strzelce Opolskie	Europe/Warsaw	7835233792957
PK	Larkana	Asia/Karachi	3517110499305
MX	Guanajuato	America/Mexico_City	2621998899742
US	Grand Forks	America/Chicago	3132572786987
NZ	Timaru	Pacific/Auckland	8247957640541
FR	Quimper	Europe/Paris	7800430877509
FR	Quimper	Europe/Paris	7271302371379
RU	Kireyevsk	Europe/Moscow	0415741391551
ID	Kudus	Asia/Jakarta	9222075172678
CN	Danjiangkou	Asia/Shanghai	8408961930466
KR	T’aebaek	Asia/Seoul	8680392526344
GB	Lower Earley	Europe/London	7195281772500
MZ	Maxixe	Africa/Maputo	2281000640504
FR	Quimper	Europe/Paris	8084399482373
RU	Kovylkino	Europe/Moscow	7605330222707
AZ	Qazax	Asia/Baku	7844229007265
DE	Hofheim am Taunus	Europe/Berlin	8367396933049
JP	Annaka	Asia/Tokyo	7868766474229
US	Malden	America/New_York	4375545899980
US	Aurora	America/Denver	1664771894207
DZ	El Achir	Africa/Algiers	9382675708858
CN	Guli	Asia/Shanghai	7403894189371
US	Independence	America/Chicago	2422051212221
DE	Gauting	Europe/Berlin	6886309095350
ZA	Vryheid	Africa/Johannesburg	0777733979544
TN	Beni Khiar	Africa/Tunis	2698996466085
MY	Ulu Tiram	Asia/Kuala_Lumpur	5044567356106
SD	Ar Ruseris	Africa/Khartoum	2469644155664
US	Saratoga Springs	America/Denver	3925005617572
IN	Aistala	Asia/Kolkata	9566950390901
CA	Sydney	America/Glace_Bay	9808834244314
US	New Canaan	America/New_York	1183395266158
BR	Esmeraldas	America/Sao_Paulo	2205403432290
PE	Chosica	America/Lima	8768932258648
VE	Tinaquillo	America/Caracas	0090973019994
DE	Radevormwald	Europe/Berlin	8716890608746
BJ	Tchaourou	Africa/Porto-Novo	7886404060924
US	Nutley	America/New_York	4078989122422
IN	Gingee	Asia/Kolkata	1904380932717
JP	Fujioka	Asia/Tokyo	2718506776326
IT	Villabate	Europe/Rome	0054712377233
CA	Norfolk County	America/Toronto	3532626888702
US	Covington	America/New_York	7394641317287
CR	Liberia	America/Costa_Rica	7571999357046
IN	Betamcherla	Asia/Kolkata	9104645531965
US	Rutland	America/New_York	6832366227661
PH	Tupi	Asia/Manila	7949595704340
BR	Valinhos	America/Sao_Paulo	7040431381425
FR	Lons-le-Saunier	Europe/Paris	7306879673226
US	Belle Glade	America/New_York	9547656214876
MY	Kulai	Asia/Kuala_Lumpur	0223406021770
CO	Honda	America/Bogota	1214914784089
IN	Diamond Harbour	Asia/Kolkata	3339800869072
ES	el Camp de l'Arpa del Clot	Europe/Madrid	9720329036771
US	Grand Forks	America/Chicago	6746972848885
RU	Tver	Europe/Moscow	8487187747409
BR	Imbituba	America/Sao_Paulo	7264656648532
DE	Oschatz	Europe/Berlin	4959572489248
FR	Pamiers	Europe/Paris	8529490112151
MG	Antanifotsy	Indian/Antananarivo	6708936518531
UA	Hlukhiv	Europe/Kiev	8774342566419
US	Bourbonnais	America/Chicago	0890207015682
UG	Arua	Africa/Kampala	9544120623394
JP	Annaka	Asia/Tokyo	4614427529295
MA	Jerada	Africa/Casablanca	6224571758632
PL	Ustka	Europe/Warsaw	5066806336229
DE	Hechingen	Europe/Berlin	4516491765756
US	Mechanicsville	America/New_York	4232675383065
IN	Srinagar	Asia/Kolkata	9423110587277
SE	Boo	Europe/Stockholm	9168921420350
CN	Licheng	Asia/Shanghai	6650863297327
AO	Luena	Africa/Luanda	1324788259597
MZ	Maxixe	Africa/Maputo	9238277039336
US	Murray	America/Chicago	7585183354308
CA	Dorval	America/Toronto	7354220761870
RU	Bogoroditsk	Europe/Moscow	5845335825462
FR	Pamiers	Europe/Paris	1233782273600
IN	Diamond Harbour	Asia/Kolkata	3196972412631
DZ	Messaad	Africa/Algiers	5252537971178
TZ	Magomeni	Africa/Dar_es_Salaam	7166252773970
DZ	Cheraga	Africa/Algiers	1973838329461
US	Rolla	America/Chicago	3477781015542
US	Fresno	America/Chicago	7868414873930
DE	Barmbek-Nord	Europe/Berlin	7607478223974
GB	Viewpark	Europe/London	0788132773893
IN	Gajendragarh	Asia/Kolkata	5915137299201
US	Hueytown	America/Chicago	4001572619962
BR	Loanda	America/Sao_Paulo	0309393806252
GB	Gainsborough	Europe/London	9759871719122
MY	Gua Musang	Asia/Kuala_Lumpur	5659880705694
IT	Bisceglie	Europe/Rome	6222433173616
AR	Tandil	America/Argentina/Buenos_Aires	8388064957983
CN	Hengshui	Asia/Shanghai	7421918923558
US	Waverly	America/Detroit	5889986876060
TZ	Chanika	Africa/Dar_es_Salaam	0211808160869
TH	Thap Than	Asia/Bangkok	9512380822703
DE	Oberhausen	Europe/Berlin	1943910826300
RU	Ishim	Asia/Yekaterinburg	9088324897774
BR	Guaraciaba do Norte	America/Fortaleza	0559414240408
RU	Tver	Europe/Moscow	6826746090785
GB	Poulton-le-Fylde	Europe/London	6879139149973
TH	Bua Yai	Asia/Bangkok	1462571292649
ID	Randudongkal	Asia/Jakarta	7494163287362
IN	Dombivli	Asia/Kolkata	5560635493028
CN	Longgang	Asia/Shanghai	5433134818442
CN	Dongdu	Asia/Shanghai	2888350346270
GB	Belper	Europe/London	9948705288815
FR	Quimper	Europe/Paris	3285793895546
SY	Binnish	Asia/Damascus	2838685740014
KR	Goyang-si	Asia/Seoul	3388229987898
BR	Nova Xavantina	America/Cuiaba	1044211852750
UA	Voznesensk	Europe/Kiev	4385859684912
NL	Vught	Europe/Amsterdam	0676920924506
MK	Saraj	Europe/Skopje	1161213461015
TZ	Same	Africa/Dar_es_Salaam	4451231683726
BR	Imbituba	America/Sao_Paulo	0526490093648
JP	Annaka	Asia/Tokyo	1429021377295
CZ	Most	Europe/Prague	8565716591980
US	Santa Maria	America/Los_Angeles	8932373309591
CR	San Rafael	America/Costa_Rica	1764357100095
BR	Iturama	America/Sao_Paulo	6918131794467
NG	Efon-Alaaye	Africa/Lagos	6580529121300
PH	Pilar	Asia/Manila	3216619085292
ID	Besuki	Asia/Jakarta	2855888363062
UA	Nova Kakhovka	Europe/Kiev	8534293727839
US	Copperas Cove	America/Chicago	3166864014656
FR	Saint-Omer	Europe/Paris	7049750854870
AM	Hrazdan	Asia/Yerevan	0694593423881
CA	Dorval	America/Toronto	7724645590988
BY	Vitebsk	Europe/Minsk	5405861836945
CM	Idenao	Africa/Douala	7187641280404
NO	Harstad	Europe/Oslo	7565745400230
US	Brunswick	America/New_York	8889700992240
GA	Franceville	Africa/Libreville	1780505563642
PH	Recodo	Asia/Manila	1185926684011
US	Morningside Heights	America/New_York	3803813519632
CD	Yangambi	Africa/Lubumbashi	5639096176891
US	Independence	America/Chicago	4731887943888
BR	Muritiba	America/Bahia	7440839213920
RU	Kireyevsk	Europe/Moscow	4670190763854
NO	Harstad	Europe/Oslo	7501862853429
GH	Bibiani	Africa/Accra	8244956476577
CF	Carnot	Africa/Bangui	9316002743533
US	Camarillo	America/Los_Angeles	0618487445186
CD	Beni	Africa/Lubumbashi	6379976450329
US	Newburgh	America/New_York	2028777760734
CN	Changshu City	Asia/Shanghai	3801294765074
US	Pahrump	America/Los_Angeles	5056043909515
US	Independence	America/Chicago	2436263916891
IN	Hungund	Asia/Kolkata	0555003736383
BR	Soure	America/Belem	2751528722674
MM	Dawei	Asia/Yangon	8106598924437
PA	Veracruz	America/Panama	7806578449776
IT	Novara	Europe/Rome	5630337831258
BR	Itaperuna	America/Sao_Paulo	6563100921148
US	Rolla	America/Chicago	2341827251564
US	Redding	America/Los_Angeles	1659436361521
IT	Tortona	Europe/Rome	0704367912869
FR	Montpellier	Europe/Paris	7667063742723
RU	Novopavlovsk	Europe/Moscow	5919891460358
US	Venice	America/New_York	7538714841143
IN	Davangere	Asia/Kolkata	8187660376200
BR	Canavieiras	America/Bahia	4128691876592
CA	Sherwood Park	America/Edmonton	6228154262899
US	Toledo	America/New_York	3268390297081
PH	Pilar	Asia/Manila	8433175928152
AU	Wheelers Hill	Australia/Melbourne	7145143659111
BE	Lille	Europe/Brussels	2481722364836
IN	Sathyamangalam	Asia/Kolkata	0083966873574
UA	Shepetivka	Europe/Kiev	0216457340754
GB	Brierley Hill	Europe/London	5532256490175
SD	Ar Ruseris	Africa/Khartoum	8358973524996
MK	Saraj	Europe/Skopje	1552763452675
ID	Jambi City	Asia/Jakarta	8031607393426
IT	Tortona	Europe/Rome	9166134191685
IT	Afragola	Europe/Rome	3448641988832
GB	Winsford	Europe/London	0302469304911
ID	Balikpapan	Asia/Makassar	5327416479332
RU	Petrozavodsk	Europe/Moscow	2171252399537
NG	Yenagoa	Africa/Lagos	3724785395621
UZ	Parkent	Asia/Tashkent	7826405775366
IT	Catania	Europe/Rome	2546292486958
CO	El Copey	America/Bogota	5839373295653
CA	Sainte-Catherine	America/Toronto	7444539972873
US	Thomasville	America/New_York	0515834959269
IN	Chamba	Asia/Kolkata	7918756876806
US	Rutland	America/New_York	8122186583473
TW	Magong	Asia/Taipei	7438630912913
US	West Des Moines	America/Chicago	3595931498066
IT	Misterbianco	Europe/Rome	8091733582699
LY	Ajdabiya	Africa/Tripoli	7800369061437
US	Camarillo	America/Los_Angeles	5431958398447
RU	Dyat’kovo	Europe/Moscow	4070076141125
IT	Montecchio Maggiore-Alte Ceccato	Europe/Rome	4561602245726
SE	Hudiksvall	Europe/Stockholm	8899441514298
DE	Friedberg	Europe/Berlin	9195748298398
AU	Carindale	Australia/Brisbane	9398056817217
US	Lakewood	America/New_York	5114560073031
IN	Aistala	Asia/Kolkata	7799949330028
TZ	Kidodi	Africa/Dar_es_Salaam	9272340232781
NG	Argungu	Africa/Lagos	0222464399180
GB	Rutherglen	Europe/London	7881597593556
CL	Chiguayante	America/Santiago	5242484797280
GE	Kobuleti	Asia/Tbilisi	1661101507387
DE	Hermsdorf	Europe/Berlin	8919320593326
GB	Cowes	Europe/London	1805697325325
RU	Ishim	Asia/Yekaterinburg	1057153163600
BR	Iturama	America/Sao_Paulo	9139613683223
US	Brunswick	America/New_York	3234883139985
MX	Santa Rosa Jauregui	America/Mexico_City	1370999499574
VE	La Victoria	America/Caracas	0486100185623
BE	Rixensart	Europe/Brussels	1810895744854
IN	Supaul	Asia/Kolkata	1849109277420
FI	Espoo	Europe/Helsinki	1183555147303
MX	Heroica Matamoros	America/Matamoros	8130995449095
RU	Naro-Fominsk	Europe/Moscow	5561476287944
BR	Marau	America/Sao_Paulo	7519948355705
ID	Majene	Asia/Makassar	0482643846564
TR	Patnos	Europe/Istanbul	1763998923711
FR	Vienne	Europe/Paris	7752971806343
IT	Campobasso	Europe/Rome	5417657421174
BR	Barra dos Coqueiros	America/Maceio	6699780320152
ID	Cibinong	Asia/Jakarta	3689398682486
TH	Phanat Nikhom	Asia/Bangkok	8110205477124
US	Middle River	America/New_York	2917876600761
US	Beaumont	America/Los_Angeles	2125940231708
DZ	Bordj Zemoura	Africa/Algiers	5731284941332
DK	Frederiksberg	Europe/Copenhagen	7885790167415
BR	Porto Velho	America/Porto_Velho	2368144093738
UA	Hlukhiv	Europe/Kiev	7307053713042
KZ	Shalqar	Asia/Aqtobe	7356817981296
BE	Mouscron	Europe/Brussels	3175381271022
ME	Budva	Europe/Podgorica	5357324129685
US	Pottstown	America/New_York	7177595167685
TH	Tak Bai	Asia/Bangkok	4842183995713
KH	Paoy Paet	Asia/Phnom_Penh	2059249346828
GB	Devizes	Europe/London	7207049123285
US	Malden	America/New_York	2835829161797
IE	An Muileann gCearr	Europe/Dublin	8818192028526
PT	Ponta Delgada	Atlantic/Azores	1134368444226
BR	Carlos Barbosa	America/Sao_Paulo	4382028100792
KE	Nyahururu	Africa/Nairobi	9430693110549
FR	Fontenay-aux-Roses	Europe/Paris	1203380473627
DE	Hermsdorf	Europe/Berlin	2152425109818
TH	Kantharalak	Asia/Bangkok	1890967606754
PT	Ponta Delgada	Atlantic/Azores	5996520454476
ID	Besuki	Asia/Jakarta	3075425438735
GB	Inverness	Europe/London	2285327193866
LY	Ajdabiya	Africa/Tripoli	6258834084664
IR	Isfahan	Asia/Tehran	1683022184034
FR	Cavaillon	Europe/Paris	9544278456295
JP	Inawashiro	Asia/Tokyo	1974033823242
JP	Nonoichi	Asia/Tokyo	0427495054903
US	Evergreen Park	America/Chicago	6365604670955
IN	Robertsonpet	Asia/Kolkata	6808079126621
KR	Sinhyeon	Asia/Seoul	3732209555742
CL	San Bernardo	America/Santiago	8418337750451
MW	Salima	Africa/Blantyre	3635326421030
PH	Calauan	Asia/Manila	9056646303907
LR	New Yekepa	Africa/Monrovia	8121456532814
TH	Nakhon Pathom	Asia/Bangkok	0714399377161
JP	Kamakura	Asia/Tokyo	6000478760028
US	Kearns	America/Denver	5620595025025
IN	Rajaori	Asia/Kolkata	7855501689284
RU	Tavda	Asia/Yekaterinburg	0952686099390
IN	Gorakhpur	Asia/Kolkata	7649068397283
AR	Rafaela	America/Argentina/Cordoba	0750922217870
US	Watsonville	America/Los_Angeles	8149652577415
TH	Damnoen Saduak	Asia/Bangkok	2305673377816
CN	Beidao	Asia/Shanghai	6138474581498
CD	Kamina	Africa/Lubumbashi	6931375618344
RU	Stupino	Europe/Moscow	7011264610020
DE	Bad Honnef	Europe/Berlin	9918651872079
RU	Valday	Europe/Moscow	7642638559807
US	Mira Mesa	America/Los_Angeles	1051075487271
US	Jersey City	America/New_York	6264666371070
JP	Ina	Asia/Tokyo	7834233939409
ML	Kati	Africa/Bamako	4637156717207
NL	Vught	Europe/Amsterdam	2376442320869
IT	Castelfranco Emilia	Europe/Rome	5859124336954
VU	Port-Vila	Pacific/Efate	5622665427647
GB	Poulton-le-Fylde	Europe/London	1069006216838
DE	Gauting	Europe/Berlin	9881191596883
BG	Aytos	Europe/Sofia	8932315398706
CD	Beni	Africa/Lubumbashi	5159139116337
US	Glendale	America/Los_Angeles	3108618905568
MX	Progreso	America/Merida	7106194824064
IN	Meerut	Asia/Kolkata	2599911771348
IT	Ariccia	Europe/Rome	8336019853781
ES	Tudela	Europe/Madrid	2873641698312
GB	Strood	Europe/London	0117715889063
IN	Madhipura	Asia/Kolkata	7705169883657
RU	Gudermes	Europe/Moscow	0582590722543
RU	Ishim	Asia/Yekaterinburg	4730285686526
DE	Stade	Europe/Berlin	2071474972818
IT	Perugia	Europe/Rome	3277872588203
IN	Bachhraon	Asia/Kolkata	5233425812469
PE	Iquitos	America/Lima	4101992338723
CN	Nanpiao	Asia/Shanghai	0903009070138
US	Gates-North Gates	America/New_York	1223982240212
GB	Brierley Hill	Europe/London	1977306614936
DZ	Boumerdas	Africa/Algiers	7149042841332
CN	Liaoyang	Asia/Shanghai	4551721908367
BE	Temse	Europe/Brussels	7132735411448
US	Keizer	America/Los_Angeles	1229092051601
PH	Manaoag	Asia/Manila	6192989244774
US	Gilbert	America/Phoenix	3849848358549
FR	Fontenay-aux-Roses	Europe/Paris	6819175217786
AU	Willetton	Australia/Perth	8597703391617
CN	Heyuan	Asia/Shanghai	7317908941506
RS	Sremska Mitrovica	Europe/Belgrade	8780948171162
TJ	Vahdat	Asia/Dushanbe	7101022703368
IN	Kundla	Asia/Kolkata	2930456279256
US	Fort Washington	America/New_York	0570676960712
US	Hutchinson	America/Chicago	9580163639121
AU	Carindale	Australia/Brisbane	6571586823719
UA	Hlukhiv	Europe/Kiev	0110119199134
PH	Santa Catalina	Asia/Manila	5745343707357
DE	Gifhorn	Europe/Berlin	2670923818105
BE	Temse	Europe/Brussels	9520356929950
JP	Ina	Asia/Tokyo	8020058917367
ID	Sukabumi	Asia/Jakarta	0269550783058
NG	Ilesa	Africa/Lagos	6374976525022
IN	Aklera	Asia/Kolkata	5595489157536
UG	Kitgum	Africa/Kampala	4107819025562
IN	Osmanabad	Asia/Kolkata	3266688436228
DE	Siegburg	Europe/Berlin	1194389458466
BY	Dobrush	Europe/Minsk	9667279980375
US	Murray	America/Chicago	7291657131886
US	Far Rockaway	America/New_York	0356037346254
FR	Le Chesnay	Europe/Paris	4622260897730
US	Murray	America/Chicago	0071426521097
US	Opportunity	America/Los_Angeles	8685820745960
IN	Saharsa	Asia/Kolkata	7718892785662
IT	Afragola	Europe/Rome	7596492760711
SY	Binnish	Asia/Damascus	5335021270763
JP	Shinshiro	Asia/Tokyo	6246713529849
XK	Glogovac	Europe/Belgrade	3787768647995
US	Pottstown	America/New_York	4737895746923
VE	Tinaquillo	America/Caracas	8729602811303
CZ	Karlovy Vary	Europe/Prague	3505248592982
PL	Strzelce Opolskie	Europe/Warsaw	4521863081679
JP	Shinshiro	Asia/Tokyo	7450758828792
UA	Lutsk	Europe/Kiev	1762776088864
DE	Siegburg	Europe/Berlin	5168671576769
RU	Nikolayevsk-on-Amure	Asia/Vladivostok	5534647878302
TZ	Mvomero	Africa/Dar_es_Salaam	3201829821211
MX	Zacoalco de Torres	America/Mexico_City	5753774305578
TH	Roi Et	Asia/Bangkok	7535517163045
US	Nutley	America/New_York	6947169341312
IT	San Giuliano Milanese	Europe/Rome	0167186840421
GB	Leyland	Europe/London	8713280242221
CN	Xinzhou	Asia/Shanghai	4735358880191
CG	Brazzaville	Africa/Brazzaville	6860595654866
FR	Montpellier	Europe/Paris	3800361815292
GB	Barnet	Europe/London	1860664321908
RU	Ishim	Asia/Yekaterinburg	9764179582965
NG	Shagamu	Africa/Lagos	0091784623615
NL	Emmeloord	Europe/Amsterdam	0913040190818
CN	Changzhi	Asia/Shanghai	0161541903004
UA	Lutsk	Europe/Kiev	1311928362194
BR	Muritiba	America/Bahia	2212133932167
IN	Madhipura	Asia/Kolkata	6253452947162
US	Gainesville	America/New_York	2234104790712
IN	Kheda	Asia/Kolkata	9790692480198
US	Yonkers	America/New_York	2313480515840
MY	Ulu Tiram	Asia/Kuala_Lumpur	1912291126224
US	Porterville	America/Los_Angeles	6918281348756
AR	Chacabuco	America/Argentina/Buenos_Aires	7818827285158
NG	Efon-Alaaye	Africa/Lagos	8705417569233
US	Newburgh	America/New_York	4780603680040
CN	Laiwu	Asia/Shanghai	0291334258285
IN	Supaul	Asia/Kolkata	0949361340403
NL	Vught	Europe/Amsterdam	4879529971094
TH	Kantharalak	Asia/Bangkok	1036034221585
GB	Rhosllanerchrugog	Europe/London	2571033447653
IN	Sheoganj	Asia/Kolkata	9874803997345
BR	Pato Branco	America/Sao_Paulo	2260835210984
US	Copperas Cove	America/Chicago	5022381904673
BR	Iturama	America/Sao_Paulo	9786372562261
IN	Saharsa	Asia/Kolkata	9540936372426
UA	Polohy	Europe/Zaporozhye	7195390132721
LT	Alytus	Europe/Vilnius	8989609755653
TR	Silvan	Europe/Istanbul	2757016020956
IN	Diamond Harbour	Asia/Kolkata	9185240700161
SO	Kismayo	Africa/Mogadishu	0315745745896
CR	Liberia	America/Costa_Rica	4866600535788
CN	Zaozhuang	Asia/Shanghai	5644456979722
NL	Culemborg	Europe/Amsterdam	0768500842932
JP	Sasayama	Asia/Tokyo	1845832005514
UA	Lutsk	Europe/Kiev	9020152456112
AO	Luena	Africa/Luanda	3384794370479
RU	Danilov	Europe/Moscow	6143896932704
NG	Nkpor	Africa/Lagos	7744779593990
MX	Oaxaca	America/Mexico_City	5401416588253
BE	Wevelgem	Europe/Brussels	7284771553467
IN	Dombivli	Asia/Kolkata	6086258322167
CA	Dorval	America/Toronto	4087310788251
US	Sterling	America/New_York	2700745100819
CL	San Bernardo	America/Santiago	7449718599803
IT	Catania	Europe/Rome	5921947605989
PK	Bhit Shah	Asia/Karachi	9328498473412
IN	Elamanchili	Asia/Kolkata	6803449444138
GT	Chichicastenango	America/Guatemala	4082042826172
US	Sunnyside	America/Los_Angeles	2176945297008
GB	Walton-on-the-Naze	Europe/London	9314822115653
IN	Pilkhua	Asia/Kolkata	8279357845448
CN	Sishui	Asia/Shanghai	5805546721694
PL	Strzelce Opolskie	Europe/Warsaw	2731524344353
US	Nampa	America/Boise	4278529405637
DJ	'Ali Sabieh	Africa/Djibouti	7598072987068
US	Canton	America/Detroit	9311791314575
BR	Buri	America/Sao_Paulo	7894508352388
DE	Weimar	Europe/Berlin	7572536137497
IT	Campobasso	Europe/Rome	6823952130182
DE	Siegburg	Europe/Berlin	8143230065677
CI	Bonoua	Africa/Abidjan	1343063297055
JP	Okegawa	Asia/Tokyo	3034689562334
MX	Acayucan	America/Mexico_City	1393870677793
BE	Wevelgem	Europe/Brussels	1225480083223
FR	Rueil-Malmaison	Europe/Paris	4363538332613
US	Encinitas	America/Los_Angeles	9102851064239
GM	Farafenni	Africa/Banjul	5081378642486
RU	Severodvinsk	Europe/Moscow	2237540364295
CN	Ulanhot	Asia/Shanghai	8450564258270
US	Brighton Beach	America/New_York	3055993375946
PH	Santa Catalina	Asia/Manila	7382015262196
KR	Eisen	Asia/Seoul	6559942501433
KR	Goyang-si	Asia/Seoul	0125900353657
TN	El Alia	Africa/Tunis	5749445425225
MX	Contla	America/Mexico_City	9478016459364
FR	Montpellier	Europe/Paris	7970776314492
FR	Dax	Europe/Paris	0099296811049
DE	Dahlem	Europe/Berlin	2444701059406
PT	Carnaxide	Europe/Lisbon	7108536898054
BR	Itacoatiara	America/Manaus	6261487676407
BW	Tonota	Africa/Gaborone	4169293252322
MW	Salima	Africa/Blantyre	1146101921321
CA	Pointe-Claire	America/Toronto	4372659062101
CN	Zaozhuang	Asia/Shanghai	2854196466588
US	Keene	America/New_York	6175245536028
DE	Schleswig	Europe/Berlin	4592735986422
US	Harrisburg	America/New_York	6245768190158
TH	Tak Bai	Asia/Bangkok	8870926143257
PG	Mount Hagen	Pacific/Port_Moresby	9224206224195
US	Lino Lakes	America/Chicago	4758007358834
TZ	Magomeni	Africa/Dar_es_Salaam	8465708774752
AR	Barracas	America/Argentina/Buenos_Aires	5518116330201
ES	Leioa	Europe/Madrid	4743387420219
US	Columbia Heights	America/Chicago	8237805052220
FR	Marseille 11	Europe/Paris	3362550189152
TD	Mongo	Africa/Ndjamena	7507956915363
US	Saratoga Springs	America/Denver	7446987624151
US	Odessa	America/Chicago	3073058357942
GH	Bibiani	Africa/Accra	6300559435679
AU	Baulkham Hills	Australia/Sydney	3678738505011
